"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
5.350721443E0,3.923999786E1,-1.655999947E1,3.431999969E1,5.469802002E1
5.358686531E0,3.911999893E1,-1.661999893E1,3.384000015E1,5.432995759E1
5.366590583E0,3.900000000E1,-1.644000053E1,3.407999802E1,5.433893523E1
5.374555671E0,3.870000076E1,-1.613999939E1,3.359999847E1,5.373220205E1
5.382398689E0,3.887999725E1,-1.637999916E1,3.365999985E1,5.397179030E1
5.390302742E0,3.900000000E1,-1.589999962E1,3.395999908E1,5.410260184E1
5.398267829E0,3.905999756E1,-1.589999962E1,3.371999741E1,5.399566299E1
5.406171882E0,3.905999756E1,-1.596000004E1,3.377999878E1,5.405084022E1
5.414106452E0,3.984000015E1,-1.535999966E1,3.365999985E1,5.437049560E1
5.421979988E0,3.947999954E1,-1.559999943E1,3.371999741E1,5.421317710E1
5.429884040E0,3.959999847E1,-1.535999966E1,3.431999969E1,5.460725087E1
5.437879646E0,4.002000046E1,-1.547999954E1,3.438000107E1,5.498377302E1
5.445844734E0,3.971999741E1,-1.553999996E1,3.402000046E1,5.455758631E1
5.453809822E0,3.984000015E1,-1.529999924E1,3.359999847E1,5.431643845E1
5.461652839E0,3.977999878E1,-1.505999947E1,3.288000107E1,5.376194153E1
5.469556892E0,3.936000061E1,-1.517999935E1,3.305999756E1,5.359669269E1
5.477521980E0,3.923999786E1,-1.529999924E1,3.354000092E1,5.384049657E1
5.485426033E0,3.911999893E1,-1.559999943E1,3.402000046E1,5.413958561E1
5.493360603E0,3.954000092E1,-1.607999992E1,3.402000046E1,5.458331706E1
5.501234138E0,3.984000015E1,-1.589999962E1,3.402000046E1,5.474847972E1
5.509168708E0,4.013999939E1,-1.589999962E1,3.384000015E1,5.485594908E1
5.517225349E0,4.025999832E1,-1.583999920E1,3.359999847E1,5.477894611E1
5.525190437E0,3.989999771E1,-1.577999973E1,3.371999741E1,5.457157166E1
5.533155525E0,3.959999847E1,-1.613999939E1,3.389999771E1,5.456985710E1
5.541029060E0,3.936000061E1,-1.644000053E1,3.389999771E1,5.448571474E1
5.548933113E0,3.947999954E1,-1.631999969E1,3.384000015E1,5.449915930E1
5.556898201E0,3.905999756E1,-1.619999886E1,3.395999908E1,5.423472052E1
5.564802253E0,3.936000061E1,-1.583999920E1,3.341999817E1,5.400936493E1
5.572767341E0,3.947999954E1,-1.571999931E1,3.336000061E1,5.402479415E1
5.580671394E0,3.936000061E1,-1.553999996E1,3.341999817E1,5.392214317E1
5.588605964E0,3.954000092E1,-1.571999931E1,3.354000092E1,5.417990137E1
5.596601570E0,3.923999786E1,-1.577999973E1,3.395999908E1,5.424082744E1
5.604536140E0,3.900000000E1,-1.565999985E1,3.407999802E1,5.410805726E1
5.612501228E0,3.875999832E1,-1.637999916E1,3.461999893E1,5.449023920E1
5.620374763E0,3.887999725E1,-1.637999916E1,3.450000000E1,5.449961981E1
5.628278816E0,3.875999832E1,-1.637999916E1,3.455999756E1,5.445213746E1
5.636274421E0,3.875999832E1,-1.631999969E1,3.461999893E1,5.447223316E1
5.644178474E0,3.881999969E1,-1.619999886E1,3.438000107E1,5.432694371E1
5.652113044E0,3.852000046E1,-1.607999992E1,3.420000076E1,5.396292139E1
5.659986579E0,3.875999832E1,-1.602000046E1,3.359999847E1,5.373953649E1
5.667921150E0,3.881999969E1,-1.596000004E1,3.341999817E1,5.365268171E1
5.675886238E0,3.936000061E1,-1.602000046E1,3.329999924E1,5.398833218E1
5.683881843E0,3.971999741E1,-1.619999886E1,3.336000061E1,5.434158442E1
5.691846931E0,3.984000015E1,-1.631999969E1,3.377999878E1,5.472345310E1
5.699689949E0,3.954000092E1,-1.631999969E1,3.365999985E1,5.443114598E1
5.707594001E0,3.911999893E1,-1.583999920E1,3.359999847E1,5.394663834E1
5.715559089E0,3.923999786E1,-1.559999943E1,3.365999985E1,5.400123151E1
5.723463142E0,3.936000061E1,-1.559999943E1,3.329999924E1,5.386519822E1
5.731428230E0,3.995999908E1,-1.565999985E1,3.354000092E1,5.446988878E1
5.739301765E0,3.977999878E1,-1.596000004E1,3.359999847E1,5.446218690E1
5.747236335E0,3.959999847E1,-1.583999920E1,3.359999847E1,5.429572130E1
5.755231941E0,3.929999924E1,-1.571999931E1,3.384000015E1,5.419182529E1
5.763135993E0,3.887999725E1,-1.547999954E1,3.389999771E1,5.385623842E1
5.771101081E0,3.893999863E1,-1.559999943E1,3.365999985E1,5.378363194E1
5.778944099E0,3.923999786E1,-1.583999920E1,3.359999847E1,5.403372007E1
5.786848152E0,3.941999817E1,-1.589999962E1,3.354000092E1,5.414497119E1
5.794813240E0,3.977999878E1,-1.631999969E1,3.341999817E1,5.445812125E1
5.802717292E0,4.013999939E1,-1.596000004E1,3.371999741E1,5.479944687E1
5.810651863E0,4.037999725E1,-1.571999931E1,3.371999741E1,5.490629091E1
5.818555915E0,4.055999756E1,-1.547999954E1,3.377999878E1,5.500756407E1
5.826490486E0,4.055999756E1,-1.523999977E1,3.384000015E1,5.497741905E1
5.834516609E0,4.037999725E1,-1.517999935E1,3.336000061E1,5.453316605E1
5.842451179E0,3.989999771E1,-1.571999931E1,3.336000061E1,5.433247497E1
5.850416267E0,4.002000046E1,-1.613999939E1,3.318000031E1,5.443355984E1
5.858320320E0,4.002000046E1,-1.613999939E1,3.329999924E1,5.450678826E1
5.866254890E0,4.013999939E1,-1.650000000E1,3.371999741E1,5.495914643E1
5.874250495E0,4.043999863E1,-1.589999962E1,3.365999985E1,5.496543520E1
5.882185066E0,4.025999832E1,-1.589999962E1,3.402000046E1,5.505486249E1
5.890150154E0,4.007999802E1,-1.553999996E1,3.365999985E1,5.459755882E1
5.897993171E0,3.995999908E1,-1.529999924E1,3.384000015E1,5.455306695E1
5.905897224E0,4.013999939E1,-1.535999966E1,3.402000046E1,5.481340686E1
5.913862312E0,3.989999771E1,-1.542000008E1,3.402000046E1,5.465479531E1
5.921796882E0,3.929999924E1,-1.602000046E1,3.425999832E1,5.454244072E1
5.929823005E0,3.900000000E1,-1.602000046E1,3.425999832E1,5.432667761E1
5.937727058E0,3.804000092E1,-1.631999969E1,3.461999893E1,5.396228670E1
5.945631111E0,3.791999817E1,-1.631999969E1,3.413999939E1,5.357059090E1
5.953687751E0,3.815999985E1,-1.631999969E1,3.402000046E1,5.366459177E1
5.961591804E0,3.834000015E1,-1.631999969E1,3.420000076E1,5.390675332E1
5.969587409E0,3.863999939E1,-1.626000023E1,3.365999985E1,5.376274500E1
5.977430427E0,3.875999832E1,-1.613999939E1,3.407999802E1,5.407664297E1
5.985334480E0,3.911999893E1,-1.535999966E1,3.384000015E1,5.395784944E1
5.993299568E0,3.911999893E1,-1.535999966E1,3.336000061E1,5.365811725E1
6.001234138E0,3.936000061E1,-1.553999996E1,3.371999741E1,5.410858963E1
6.009199226E0,3.959999847E1,-1.547999954E1,3.365999985E1,5.422901303E1
6.017103279E0,3.918000031E1,-1.619999886E1,3.491999817E1,5.492648413E1
6.025037849E0,3.918000031E1,-1.596000004E1,3.527999878E1,5.508604487E1
6.033033454E0,3.918000031E1,-1.547999954E1,3.491999817E1,5.471845285E1
6.040968025E0,3.900000000E1,-1.505999947E1,3.455999756E1,5.424202259E1
6.048933113E0,3.989999771E1,-1.434000015E1,3.347999954E1,5.402365955E1
6.056806648E0,4.002000046E1,-1.446000004E1,3.305999756E1,5.388557763E1
6.064771736E0,4.013999939E1,-1.446000004E1,3.300000000E1,5.393803067E1
6.072767341E0,4.020000076E1,-1.505999947E1,3.323999786E1,5.429310364E1
6.080671394E0,3.936000061E1,-1.583999920E1,3.371999741E1,5.419551132E1
6.088636482E0,3.923999786E1,-1.565999985E1,3.377999878E1,5.409345011E1
6.096448982E0,3.947999954E1,-1.583999920E1,3.402000046E1,5.446959124E1
6.104353034E0,3.941999817E1,-1.565999985E1,3.413999939E1,5.444916353E1
6.112318122E0,3.977999878E1,-1.547999954E1,3.377999878E1,5.443497962E1
6.120222175E0,3.936000061E1,-1.529999924E1,3.347999954E1,5.389072271E1
6.128156745E0,3.900000000E1,-1.511999989E1,3.305999756E1,5.331583100E1
6.136060798E0,3.863999939E1,-1.529999924E1,3.305999756E1,5.310464168E1
6.143995368E0,3.911999893E1,-1.511999989E1,3.354000092E1,5.370214497E1
6.152021492E0,3.977999878E1,-1.559999943E1,3.377999878E1,5.446922620E1
6.159956062E0,3.971999741E1,-1.602000046E1,3.425999832E1,5.484583935E1
6.167921150E0,4.025999832E1,-1.571999931E1,3.438000107E1,5.522653635E1
6.175825202E0,3.977999878E1,-1.602000046E1,3.431999969E1,5.492677941E1
6.183729255E0,3.959999847E1,-1.571999931E1,3.425999832E1,5.467198316E1
6.191785896E0,3.959999847E1,-1.571999931E1,3.443999863E1,5.478495928E1
6.199720466E0,3.954000092E1,-1.589999962E1,3.420000076E1,5.464303901E1
6.207685554E0,3.989999771E1,-1.547999954E1,3.420000076E1,5.478394158E1
6.215559089E0,3.977999878E1,-1.559999943E1,3.413999939E1,5.469321570E1
6.223493659E0,3.989999771E1,-1.517999935E1,3.402000046E1,5.458756845E1
6.231519783E0,4.002000046E1,-1.517999935E1,3.365999985E1,5.445207440E1
6.239454353E0,3.929999924E1,-1.542000008E1,3.293999863E1,5.354726746E1
6.247449958E0,3.893999863E1,-1.571999931E1,3.318000031E1,5.351966266E1
6.255323493E0,3.893999863E1,-1.613999939E1,3.270000076E1,5.334897490E1
6.263227546E0,3.852000046E1,-1.619999886E1,3.275999832E1,5.309847350E1
6.271253669E0,3.936000061E1,-1.613999939E1,3.305999756E1,5.387645745E1
6.279157722E0,3.989999771E1,-1.589999962E1,3.359999847E1,5.453237298E1
6.287122810E0,3.995999908E1,-1.542000008E1,3.395999908E1,5.466131600E1
6.294996345E0,4.025999832E1,-1.547999954E1,3.420000076E1,5.504668839E1
6.302930915E0,3.984000015E1,-1.553999996E1,3.438000107E1,5.486986135E1
6.310957038E0,3.995999908E1,-1.583999920E1,3.384000015E1,5.470697133E1
6.318891609E0,3.965999985E1,-1.607999992E1,3.359999847E1,5.440994287E1
6.326887214E0,3.984000015E1,-1.565999985E1,3.354000092E1,5.438191674E1
6.334760749E0,3.959999847E1,-1.602000046E1,3.377999878E1,5.445997256E1
6.342695320E0,3.941999817E1,-1.571999931E1,3.402000046E1,5.439131424E1
6.350751960E0,3.941999817E1,-1.559999943E1,3.359999847E1,5.409488086E1
6.358686531E0,3.918000031E1,-1.583999920E1,3.389999771E1,5.417737391E1
6.366651618E0,3.941999817E1,-1.547999954E1,3.395999908E1,5.428487984E1
6.374525154E0,3.929999924E1,-1.577999973E1,3.377999878E1,5.417182523E1
6.382490242E0,3.954000092E1,-1.583999920E1,3.438000107E1,5.473848482E1
6.390455329E0,3.965999985E1,-1.553999996E1,3.384000015E1,5.440177200E1
6.398420417E0,3.923999786E1,-1.542000008E1,3.311999893E1,5.361425337E1
6.406416023E0,3.936000061E1,-1.493999958E1,3.281999969E1,5.338132272E1
6.414289558E0,3.947999954E1,-1.500000000E1,3.270000076E1,5.341311088E1
6.422224128E0,3.984000015E1,-1.511999989E1,3.300000000E1,5.389656769E1
6.430189216E0,4.020000076E1,-1.523999977E1,3.318000031E1,5.430663012E1
6.438093269E0,3.954000092E1,-1.553999996E1,3.311999893E1,5.386870706E1
6.446058357E0,3.911999893E1,-1.553999996E1,3.384000015E1,5.400936517E1
6.453962409E0,3.870000076E1,-1.559999943E1,3.413999939E1,5.391279625E1
6.461896980E0,3.911999893E1,-1.596000004E1,3.521999741E1,5.500494646E1
6.469923103E0,3.959999847E1,-1.565999985E1,3.647999954E1,5.607304023E1
6.477857673E0,3.984000015E1,-1.583999920E1,3.659999847E1,5.637101272E1
6.485822761E0,3.984000015E1,-1.535999966E1,3.755999756E1,5.686746538E1
6.493696296E0,3.941999817E1,-1.517999935E1,3.755999756E1,5.652541068E1
6.501630867E0,3.929999924E1,-1.565999985E1,3.684000015E1,5.609733636E1
6.509626472E0,3.929999924E1,-1.517999935E1,3.570000076E1,5.522148472E1
6.517530525E0,3.918000031E1,-1.577999973E1,3.468000031E1,5.465147058E1
6.525495613E0,3.911999893E1,-1.547999954E1,3.359999847E1,5.384203376E1
6.533369148E0,3.918000031E1,-1.565999985E1,3.359999847E1,5.393762988E1
6.541334236E0,3.918000031E1,-1.596000004E1,3.420000076E1,5.440068085E1
6.549299324E0,3.918000031E1,-1.607999992E1,3.420000076E1,5.443600714E1
6.557233894E0,3.929999924E1,-1.650000000E1,3.438000107E1,5.476061005E1
6.565260017E0,3.918000031E1,-1.650000000E1,3.438000107E1,5.467455439E1
6.573164070E0,3.911999893E1,-1.637999916E1,3.354000092E1,5.407042029E1
6.581098640E0,3.905999756E1,-1.596000004E1,3.365999985E1,5.397592612E1
6.589094245E0,3.900000000E1,-1.602000046E1,3.354000092E1,5.387552391E1
6.596998298E0,3.929999924E1,-1.559999943E1,3.347999954E1,5.393292400E1
6.604963386E0,3.959999847E1,-1.529999924E1,3.395999908E1,5.436479921E1
6.612836921E0,3.995999908E1,-1.553999996E1,3.371999741E1,5.454659798E1
6.620771492E0,4.020000076E1,-1.517999935E1,3.395999908E1,5.477000985E1
6.628797615E0,3.989999771E1,-1.542000008E1,3.377999878E1,5.450572940E1
6.636762702E0,3.989999771E1,-1.589999962E1,3.384000015E1,5.468057622E1
6.644727790E0,3.971999741E1,-1.577999973E1,3.395999908E1,5.458908429E1
6.652631843E0,3.984000015E1,-1.637999916E1,3.389999771E1,5.481550720E1
6.660596931E0,4.020000076E1,-1.626000023E1,3.384000015E1,5.500521138E1
6.668562019E0,3.984000015E1,-1.637999916E1,3.389999771E1,5.481550720E1
6.676466072E0,3.947999954E1,-1.637999916E1,3.341999817E1,5.425745123E1
6.684431159E0,3.936000061E1,-1.583999920E1,3.341999817E1,5.400936493E1
6.692274177E0,3.918000031E1,-1.571999931E1,3.336000061E1,5.380595174E1
6.700208747E0,3.929999924E1,-1.565999985E1,3.318000031E1,5.376465340E1
6.708204353E0,3.959999847E1,-1.559999943E1,3.365999985E1,5.426338960E1
6.716108406E0,3.941999817E1,-1.559999943E1,3.347999954E1,5.402042768E1
6.724104011E0,3.965999985E1,-1.565999985E1,3.371999741E1,5.436165384E1
6.732008064E0,4.007999802E1,-1.511999989E1,3.389999771E1,5.462811073E1
6.739942634E0,3.984000015E1,-1.542000008E1,3.420000076E1,5.472332288E1
6.747968757E0,3.954000092E1,-1.547999954E1,3.425999832E1,5.455996282E1
6.755872810E0,3.941999817E1,-1.517999935E1,3.455999756E1,5.457803649E1
6.763837898E0,3.936000061E1,-1.607999992E1,3.468000031E1,5.486782725E1
6.771711433E0,3.954000092E1,-1.626000023E1,3.461999893E1,5.501221324E1
6.779676521E0,4.020000076E1,-1.673999977E1,3.527999878E1,5.604414303E1
6.787641609E0,4.037999725E1,-1.668000031E1,3.539999771E1,5.623100947E1
6.795545661E0,3.995999908E1,-1.655999947E1,3.534000015E1,5.585651905E1
6.803510749E0,3.995999908E1,-1.661999893E1,3.527999878E1,5.583640573E1
6.811353767E0,3.995999908E1,-1.655999947E1,3.450000000E1,5.532888133E1
6.819288337E0,3.923999786E1,-1.703999901E1,3.395999908E1,5.462069696E1
6.827314460E0,3.893999863E1,-1.679999924E1,3.402000046E1,5.436840901E1
6.835249031E0,3.929999924E1,-1.661999893E1,3.395999908E1,5.453435470E1
6.843183601E0,3.881999969E1,-1.655999947E1,3.450000000E1,5.451124617E1
6.851057136E0,3.905999756E1,-1.650000000E1,3.443999863E1,5.462643055E1
6.858961189E0,3.947999954E1,-1.668000031E1,3.461999893E1,5.509480103E1
6.866956794E0,3.959999847E1,-1.644000053E1,3.473999786E1,5.518424547E1
6.874921882E0,3.995999908E1,-1.602000046E1,3.473999786E1,5.532006321E1
6.882886970E0,3.977999878E1,-1.577999973E1,3.461999893E1,5.504544505E1
6.890791023E0,3.959999847E1,-1.547999954E1,3.455999756E1,5.479218645E1
6.898695076E0,3.918000031E1,-1.547999954E1,3.389999771E1,5.407321569E1
6.906690681E0,3.905999756E1,-1.559999943E1,3.329999924E1,5.364637304E1
6.914655769E0,3.929999924E1,-1.547999954E1,3.347999954E1,5.389833666E1
6.922590339E0,3.936000061E1,-1.547999954E1,3.323999786E1,5.379347072E1
6.930433357E0,3.911999893E1,-1.542000008E1,3.341999817E1,5.371263349E1
6.938337409E0,3.923999786E1,-1.529999924E1,3.354000092E1,5.384049657E1
6.946333015E0,3.929999924E1,-1.529999924E1,3.341999817E1,5.380962920E1
6.954267585E0,3.941999817E1,-1.488000011E1,3.347999954E1,5.381692139E1
6.962232673E0,3.965999985E1,-1.463999939E1,3.347999954E1,5.392731719E1
6.970106208E0,3.923999786E1,-1.493999958E1,3.336000061E1,5.362714481E1
6.978040779E0,3.918000031E1,-1.523999977E1,3.323999786E1,5.359316631E1
6.986036384E0,3.911999893E1,-1.542000008E1,3.300000000E1,5.345232192E1
6.993940437E0,3.936000061E1,-1.559999943E1,3.293999863E1,5.364338859E1
7.001875007E0,3.977999878E1,-1.547999954E1,3.336000061E1,5.417534799E1
7.009748542E0,3.977999878E1,-1.547999954E1,3.354000092E1,5.428637352E1
7.017683113E0,3.965999985E1,-1.571999931E1,3.384000015E1,5.445346249E1
7.025648201E0,3.977999878E1,-1.626000023E1,3.443999863E1,5.507222000E1
7.033643806E0,3.989999771E1,-1.631999969E1,3.468000031E1,5.532679847E1
7.041608894E0,4.002000046E1,-1.607999992E1,3.455999756E1,5.526807637E1
7.049512947E0,3.995999908E1,-1.559999943E1,3.443999863E1,5.501158982E1
7.057447517E0,3.959999847E1,-1.523999977E1,3.425999832E1,5.453590521E1
7.065473640E0,3.887999725E1,-1.571999931E1,3.377999878E1,5.385035638E1
7.073377693E0,3.881999969E1,-1.577999973E1,3.407999802E1,5.401339679E1
7.081342781E0,3.845999908E1,-1.637999916E1,3.407999802E1,5.393442469E1
7.089216316E0,3.839999771E1,-1.661999893E1,3.371999741E1,5.373846308E1
7.097150886E0,3.881999969E1,-1.613999939E1,3.384000015E1,5.396885738E1
7.105177009E0,3.870000076E1,-1.607999992E1,3.377999878E1,5.382698927E1
7.113111579E0,3.929999924E1,-1.547999954E1,3.336000061E1,5.382387915E1
7.121046150E0,3.947999954E1,-1.493999958E1,3.341999817E1,5.384022872E1
7.128889167E0,3.977999878E1,-1.469999981E1,3.341999817E1,5.399476433E1
7.136793220E0,3.984000015E1,-1.457999992E1,3.318000031E1,5.385828098E1
7.144758308E0,4.002000046E1,-1.493999958E1,3.359999847E1,5.434854112E1
7.152662361E0,4.031999969E1,-1.517999935E1,3.365999985E1,5.467293979E1
7.160627449E0,3.995999908E1,-1.535999966E1,3.347999954E1,5.434741471E1
7.168500984E0,3.995999908E1,-1.565999985E1,3.371999741E1,5.458090643E1
7.176435554E0,3.977999878E1,-1.602000046E1,3.395999908E1,5.470256169E1
7.184461677E0,3.929999924E1,-1.607999992E1,3.371999741E1,5.422263884E1
7.192396247E0,3.923999786E1,-1.637999916E1,3.413999939E1,5.453092117E1
7.200422370E0,3.905999756E1,-1.673999977E1,3.413999939E1,5.451101320E1
7.208326423E0,3.918000031E1,-1.661999893E1,3.395999908E1,5.444794143E1
7.216260993E0,3.929999924E1,-1.668000031E1,3.420000076E1,5.470239851E1
7.224256599E0,3.971999741E1,-1.631999969E1,3.395999908E1,5.474762207E1
7.232160652E0,4.020000076E1,-1.583999920E1,3.389999771E1,5.491953642E1
7.240125740E0,4.037999725E1,-1.523999977E1,3.347999954E1,5.462336625E1
7.248029792E0,4.013999939E1,-1.517999935E1,3.359999847E1,5.450331943E1
7.255933845E0,4.007999802E1,-1.475999928E1,3.347999954E1,5.426945908E1
7.263959968E0,3.959999847E1,-1.500000000E1,3.311999893E1,5.375959643E1
7.271894538E0,3.954000092E1,-1.535999966E1,3.323999786E1,5.389098923E1
7.279859626E0,4.013999939E1,-1.529999924E1,3.311999893E1,5.424245438E1
7.287763679E0,3.995999908E1,-1.542000008E1,3.311999893E1,5.414344151E1
7.295728767E0,4.002000046E1,-1.547999954E1,3.341999817E1,5.438866702E1
7.303724372E0,3.984000015E1,-1.511999989E1,3.371999741E1,5.434039229E1
7.311719978E0,3.941999817E1,-1.511999989E1,3.389999771E1,5.414573388E1
7.319685066E0,3.947999954E1,-1.547999954E1,3.425999832E1,5.451649507E1
7.327528083E0,3.965999985E1,-1.529999924E1,3.431999969E1,5.463394498E1
7.335432136E0,3.971999741E1,-1.565999985E1,3.407999802E1,5.462929666E1
7.343397224E0,3.954000092E1,-1.577999973E1,3.420000076E1,5.460824220E1
7.351331794E0,3.929999924E1,-1.571999931E1,3.384000015E1,5.419182529E1
7.359296882E0,3.905999756E1,-1.583999920E1,3.371999741E1,5.397802524E1
7.367170417E0,3.905999756E1,-1.583999920E1,3.359999847E1,5.390314352E1
7.375074470E0,3.959999847E1,-1.602000046E1,3.311999893E1,5.405307228E1
7.383039558E0,3.965999985E1,-1.619999886E1,3.323999786E1,5.422409989E1
7.390974128E0,3.995999908E1,-1.602000046E1,3.318000031E1,5.435397282E1
7.398939216E0,4.007999802E1,-1.626000023E1,3.341999817E1,5.465976698E1
7.406812751E0,3.977999878E1,-1.596000004E1,3.336000061E1,5.431445061E1
7.414777839E0,3.954000092E1,-1.607999992E1,3.341999817E1,5.421138577E1
7.422773445E0,3.911999893E1,-1.631999969E1,3.359999847E1,5.408952398E1
7.430708015E0,3.900000000E1,-1.583999920E1,3.354000092E1,5.382227453E1
7.438642585E0,3.905999756E1,-1.607999992E1,3.354000092E1,5.393682850E1
7.446485603E0,3.918000031E1,-1.602000046E1,3.329999924E1,5.385724452E1
7.454389656E0,3.971999741E1,-1.577999973E1,3.341999817E1,5.425479576E1
7.462354743E0,3.995999908E1,-1.619999886E1,3.371999741E1,5.473828381E1
7.470258796E0,4.037999725E1,-1.619999886E1,3.389999771E1,5.515608748E1
7.478193367E0,4.050000000E1,-1.589999962E1,3.402000046E1,5.523061125E1
7.486066902E0,4.002000046E1,-1.613999939E1,3.407999802E1,5.498678279E1
7.494031990E0,3.954000092E1,-1.613999939E1,3.431999969E1,5.478844433E1
7.502027595E0,3.881999969E1,-1.596000004E1,3.425999832E1,5.417989906E1
7.509962165E0,3.881999969E1,-1.607999992E1,3.450000000E1,5.436735026E1
7.517927253E0,3.947999954E1,-1.607999992E1,3.389999771E1,5.446509530E1
7.525739753E0,4.002000046E1,-1.613999939E1,3.336000061E1,5.454346577E1
7.533643806E0,4.013999939E1,-1.619999886E1,3.359999847E1,5.479616238E1
7.541608894E0,4.002000046E1,-1.626000023E1,3.347999954E1,5.465252431E1
7.549512947E0,3.941999817E1,-1.626000023E1,3.365999985E1,5.432604765E1
7.557447517E0,3.947999954E1,-1.602000046E1,3.377999878E1,5.437277900E1
7.565351570E0,3.971999741E1,-1.583999920E1,3.354000092E1,5.434625498E1
7.573255622E0,3.995999908E1,-1.565999985E1,3.389999771E1,5.469229349E1
7.581220710E0,4.020000076E1,-1.523999977E1,3.407999802E1,5.486113305E1
7.589124763E0,3.984000015E1,-1.523999977E1,3.468000031E1,5.497440883E1
7.597089851E0,3.995999908E1,-1.547999954E1,3.504000092E1,5.535551984E1
7.604963386E0,3.984000015E1,-1.542000008E1,3.461999893E1,5.498678333E1
7.612867439E0,3.984000015E1,-1.577999973E1,3.461999893E1,5.508882219E1
7.620924079E0,3.959999847E1,-1.607999992E1,3.425999832E1,5.477658041E1
7.628858650E0,3.900000000E1,-1.602000046E1,3.455999756E1,5.451636310E1
7.636823738E0,3.947999954E1,-1.596000004E1,3.413999939E1,5.457958889E1
7.644697273E0,3.911999893E1,-1.602000046E1,3.455999756E1,5.460227250E1
7.652601326E0,3.929999924E1,-1.602000046E1,3.450000000E1,5.469351291E1
7.660596931E0,3.947999954E1,-1.619999886E1,3.413999939E1,5.465025055E1
7.668531501E0,3.923999786E1,-1.644000053E1,3.450000000E1,5.477500388E1
7.676496589E0,3.947999954E1,-1.619999886E1,3.407999802E1,5.461278780E1
7.684400642E0,3.954000092E1,-1.571999931E1,3.359999847E1,5.421706326E1
7.692335212E0,3.984000015E1,-1.565999985E1,3.365999985E1,5.445600791E1
7.700269783E0,3.965999985E1,-1.559999943E1,3.323999786E1,5.404787718E1
7.708234870E0,4.020000076E1,-1.553999996E1,3.305999756E1,5.431846002E1
7.716169441E0,4.037999725E1,-1.553999996E1,3.354000092E1,5.474456538E1
7.724012458E0,4.037999725E1,-1.571999931E1,3.365999985E1,5.486946461E1
7.731916511E0,4.043999863E1,-1.583999920E1,3.443999863E1,5.542934754E1
7.739912117E0,3.989999771E1,-1.596000004E1,3.468000031E1,5.522167907E1
7.747785652E0,4.002000046E1,-1.631999969E1,3.425999832E1,5.515152139E1
7.755720222E0,3.989999771E1,-1.577999973E1,3.395999908E1,5.472019505E1
7.763563240E0,3.995999908E1,-1.589999962E1,3.359999847E1,5.457628984E1
7.771467292E0,4.013999939E1,-1.547999954E1,3.329999924E1,5.440349149E1
7.779432380E0,3.959999847E1,-1.523999977E1,3.347999954E1,5.404930935E1
7.787366951E0,3.977999878E1,-1.535999966E1,3.336000061E1,5.414118149E1
7.795301521E0,3.954000092E1,-1.511999989E1,3.329999924E1,5.386015241E1
7.803175056E0,3.941999817E1,-1.565999985E1,3.347999954E1,5.403778512E1
7.811079109E0,3.977999878E1,-1.577999973E1,3.365999985E1,5.444678397E1
7.819074714E0,3.977999878E1,-1.577999973E1,3.365999985E1,5.444678397E1
7.827009284E0,4.002000046E1,-1.589999962E1,3.347999954E1,5.454650121E1
7.835004890E0,4.020000076E1,-1.571999931E1,3.341999817E1,5.458987743E1
7.842847908E0,4.037999725E1,-1.583999920E1,3.371999741E1,5.494076790E1
7.850751960E0,4.020000076E1,-1.583999920E1,3.413999939E1,5.506800518E1
7.858717048E0,3.989999771E1,-1.596000004E1,3.443999863E1,5.507127131E1
7.866621101E0,3.971999741E1,-1.596000004E1,3.479999924E1,5.516737933E1
7.874586189E0,3.941999817E1,-1.626000023E1,3.468000031E1,5.496386344E1
7.882429206E0,3.959999847E1,-1.631999969E1,3.468000031E1,5.511084004E1
7.890333259E0,3.989999771E1,-1.626000023E1,3.527999878E1,5.568730321E1
7.898328865E0,4.007999802E1,-1.626000023E1,3.491999817E1,5.558956845E1
7.906263435E0,4.020000076E1,-1.613999939E1,3.461999893E1,5.545343964E1
7.914228523E0,4.007999802E1,-1.607999992E1,3.420000076E1,5.508731878E1
7.922132576E0,4.007999802E1,-1.589999962E1,3.407999802E1,5.496055398E1
7.930097663E0,4.007999802E1,-1.589999962E1,3.425999832E1,5.507234981E1
7.938062751E0,3.971999741E1,-1.583999920E1,3.395999908E1,5.460645847E1
7.945966804E0,4.007999802E1,-1.577999973E1,3.402000046E1,5.488875170E1
7.953901374E0,3.977999878E1,-1.596000004E1,3.371999741E1,5.453630102E1
7.961805427E0,3.941999817E1,-1.583999920E1,3.341999817E1,5.405310452E1
7.969709480E0,4.007999802E1,-1.535999966E1,3.384000015E1,5.465785800E1
7.977705085E0,3.971999741E1,-1.547999954E1,3.407999802E1,5.457797032E1
7.985609138E0,3.965999985E1,-1.493999958E1,3.365999985E1,5.412129678E1
7.993574226E0,3.989999771E1,-1.481999969E1,3.377999878E1,5.433903317E1
8.001447761E0,3.947999954E1,-1.529999924E1,3.420000076E1,5.442793761E1
8.009351814E0,3.929999924E1,-1.505999947E1,3.443999863E1,5.438204694E1
8.017347419E0,3.971999741E1,-1.535999966E1,3.450000000E1,5.480746102E1
8.025251472E0,3.971999741E1,-1.559999943E1,3.443999863E1,5.483750251E1
8.033216560E0,3.995999908E1,-1.547999954E1,3.413999939E1,5.479024978E1
8.041090095E0,4.002000046E1,-1.607999992E1,3.413999939E1,5.500642138E1
