"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.074577149E1,4.013999939E1,-1.559999943E1,3.402000046E1,5.488114398E1
1.075376710E1,4.013999939E1,-1.547999954E1,3.359999847E1,5.458763444E1
1.076167115E1,4.031999969E1,-1.589999962E1,3.359999847E1,5.484042542E1
1.076963624E1,4.020000076E1,-1.602000046E1,3.365999985E1,5.482404642E1
1.077750977E1,3.959999847E1,-1.596000004E1,3.384000015E1,5.447960252E1
1.078547486E1,3.900000000E1,-1.589999962E1,3.347999954E1,5.380260549E1
1.079343995E1,3.911999893E1,-1.553999996E1,3.359999847E1,5.385931500E1
1.080134400E1,3.911999893E1,-1.553999996E1,3.407999802E1,5.416006075E1
1.080930909E1,3.941999817E1,-1.535999966E1,3.384000015E1,5.417574601E1
1.081718262E1,3.965999985E1,-1.571999931E1,3.431999969E1,5.475304873E1
1.082508668E1,3.954000092E1,-1.602000046E1,3.468000031E1,5.497958265E1
1.083308228E1,3.954000092E1,-1.602000046E1,3.425999832E1,5.471562457E1
1.084098634E1,3.947999954E1,-1.602000046E1,3.486000061E1,5.505025360E1
1.084898194E1,3.954000092E1,-1.589999962E1,3.450000000E1,5.483130183E1
1.085679444E1,3.965999985E1,-1.589999962E1,3.420000076E1,5.472993356E1
1.086469849E1,3.977999878E1,-1.583999920E1,3.395999908E1,5.465011816E1
1.087269410E1,3.977999878E1,-1.583999920E1,3.395999908E1,5.465011816E1
1.088059815E1,3.971999741E1,-1.583999920E1,3.425999832E1,5.479353295E1
1.088856324E1,3.929999924E1,-1.547999954E1,3.438000107E1,5.446195736E1
1.089640626E1,3.936000061E1,-1.553999996E1,3.420000076E1,5.440901855E1
1.090431031E1,3.929999924E1,-1.571999931E1,3.402000046E1,5.430440820E1
1.091230592E1,3.965999985E1,-1.547999954E1,3.425999832E1,5.464698948E1
1.092020997E1,3.941999817E1,-1.565999985E1,3.479999924E1,5.486539709E1
1.092820557E1,3.947999954E1,-1.553999996E1,3.521999741E1,5.514172812E1
1.093610963E1,3.947999954E1,-1.505999947E1,3.588000107E1,5.543327903E1
1.094401368E1,3.941999817E1,-1.523999977E1,3.636000061E1,5.575162323E1
1.095197877E1,3.995999908E1,-1.493999958E1,3.636000061E1,5.605403428E1
1.095988282E1,3.989999771E1,-1.463999939E1,3.707999802E1,5.640270962E1
1.096781739E1,4.020000076E1,-1.434000015E1,3.629999924E1,5.603004203E1
1.097569092E1,3.971999741E1,-1.434000015E1,3.509999847E1,5.491196310E1
1.098359498E1,3.984000015E1,-1.451999950E1,3.450000000E1,5.466540037E1
1.099156007E1,3.977999878E1,-1.488000011E1,3.347999954E1,5.408117117E1
1.099949464E1,3.971999741E1,-1.529999924E1,3.371999741E1,5.430291333E1
1.100742921E1,4.020000076E1,-1.542000008E1,3.425999832E1,5.502330369E1
1.101530274E1,3.947999954E1,-1.583999920E1,3.431999969E1,5.465746351E1
1.102320679E1,3.929999924E1,-1.607999992E1,3.450000000E1,5.471111713E1
1.103123292E1,3.887999725E1,-1.661999893E1,3.450000000E1,5.457223242E1
1.103916749E1,3.870000076E1,-1.644000053E1,3.450000000E1,5.438946292E1
1.104713258E1,3.959999847E1,-1.631999969E1,3.479999924E1,5.518643145E1
1.105497559E1,3.977999878E1,-1.655999947E1,3.461999893E1,5.527410073E1
1.106287965E1,3.977999878E1,-1.626000023E1,3.431999969E1,5.499725711E1
1.107087525E1,3.959999847E1,-1.631999969E1,3.402000046E1,5.469792227E1
1.107877930E1,3.918000031E1,-1.602000046E1,3.359999847E1,5.404324876E1
1.108671387E1,3.929999924E1,-1.571999931E1,3.354000092E1,5.400499958E1
1.109455689E1,3.989999771E1,-1.565999985E1,3.377999878E1,5.457411227E1
1.110249146E1,3.989999771E1,-1.583999920E1,3.407999802E1,5.481205759E1
1.111051758E1,4.043999863E1,-1.583999920E1,3.431999969E1,5.535486828E1
1.111845216E1,4.055999756E1,-1.571999931E1,3.438000107E1,5.544561528E1
1.112638673E1,4.031999969E1,-1.577999973E1,3.473999786E1,5.551196464E1
1.113429078E1,4.068000031E1,-1.559999943E1,3.461999893E1,5.564860046E1
1.114222535E1,4.013999939E1,-1.529999924E1,3.438000107E1,5.502085060E1
1.115022095E1,3.977999878E1,-1.559999943E1,3.438000107E1,5.484334744E1
1.115815553E1,3.929999924E1,-1.589999962E1,3.371999741E1,5.416953159E1
1.116609010E1,3.911999893E1,-1.607999992E1,3.384000015E1,5.416720709E1
1.117396363E1,3.881999969E1,-1.655999947E1,3.359999847E1,5.394613847E1
1.118186768E1,3.887999725E1,-1.661999893E1,3.384000015E1,5.415740172E1
1.118986329E1,3.900000000E1,-1.650000000E1,3.425999832E1,5.447015224E1
1.119785889E1,3.905999756E1,-1.661999893E1,3.407999802E1,5.443669754E1
1.120579346E1,3.954000092E1,-1.650000000E1,3.425999832E1,5.485808197E1
1.121363648E1,3.959999847E1,-1.619999886E1,3.438000107E1,5.488701409E1
1.122154053E1,3.989999771E1,-1.589999962E1,3.395999908E1,5.475492072E1
1.122953614E1,3.989999771E1,-1.535999966E1,3.365999985E1,5.441447415E1
1.123744019E1,3.995999908E1,-1.505999947E1,3.336000061E1,5.418943395E1
1.124540528E1,4.020000076E1,-1.523999977E1,3.275999832E1,5.405104203E1
1.125327882E1,4.061999893E1,-1.571999931E1,3.305999756E1,5.468149715E1
1.126118287E1,4.061999893E1,-1.565999985E1,3.336000061E1,5.484623551E1
1.126917847E1,4.050000000E1,-1.571999931E1,3.365999985E1,5.495783810E1
1.127711304E1,4.002000046E1,-1.577999973E1,3.402000046E1,5.484495655E1
1.128504762E1,3.911999893E1,-1.523999977E1,3.359999847E1,5.377352329E1
1.129292115E1,3.923999786E1,-1.547999954E1,3.329999924E1,5.374288574E1
1.130085572E1,3.905999756E1,-1.559999943E1,3.341999817E1,5.372094256E1
1.130882081E1,3.887999725E1,-1.559999943E1,3.323999786E1,5.347814158E1
1.131675538E1,3.923999786E1,-1.571999931E1,3.377999878E1,5.411085037E1
1.132468995E1,3.900000000E1,-1.553999996E1,3.395999908E1,5.399789937E1
1.133256348E1,3.923999786E1,-1.553999996E1,3.389999771E1,5.413389766E1
1.134046754E1,3.977999878E1,-1.559999943E1,3.450000000E1,5.491865152E1
1.134846314E1,3.989999771E1,-1.542000008E1,3.455999756E1,5.499254178E1
1.135639771E1,3.984000015E1,-1.553999996E1,3.450000000E1,5.494512909E1
1.136430176E1,3.918000031E1,-1.565999985E1,3.479999924E1,5.469321682E1
1.137217530E1,3.893999863E1,-1.583999920E1,3.473999786E1,5.453527775E1
1.138007935E1,3.923999786E1,-1.613999939E1,3.473999786E1,5.483743670E1
1.138807496E1,3.936000061E1,-1.637999916E1,3.455999756E1,5.488084777E1
1.139597901E1,3.984000015E1,-1.650000000E1,3.450000000E1,5.522432084E1
1.140394410E1,3.965999985E1,-1.631999969E1,3.450000000E1,5.504096636E1
1.141181763E1,3.971999741E1,-1.637999916E1,3.479999924E1,5.529034738E1
1.141975220E1,3.959999847E1,-1.644000053E1,3.509999847E1,5.541158173E1
1.142771729E1,3.971999741E1,-1.607999992E1,3.527999878E1,5.550606188E1
1.143565186E1,3.971999741E1,-1.596000004E1,3.491999817E1,5.524315403E1
1.144358643E1,3.936000061E1,-1.577999973E1,3.431999969E1,5.455346386E1
1.145145997E1,3.959999847E1,-1.542000008E1,3.431999969E1,5.462415821E1
1.145936402E1,3.965999985E1,-1.577999973E1,3.413999939E1,5.465769422E1
1.146735963E1,3.971999741E1,-1.571999931E1,3.395999908E1,5.457177027E1
1.147526368E1,4.007999802E1,-1.559999943E1,3.377999878E1,5.468870579E1
1.148322877E1,4.007999802E1,-1.547999954E1,3.371999741E1,5.461753246E1
1.149113282E1,4.007999802E1,-1.523999977E1,3.377999878E1,5.458710609E1
1.149903687E1,3.984000015E1,-1.493999958E1,3.413999939E1,5.455244044E1
1.150703248E1,3.959999847E1,-1.535999966E1,3.438000107E1,5.464498094E1
1.151493653E1,3.977999878E1,-1.602000046E1,3.450000000E1,5.503942875E1
1.152290162E1,3.954000092E1,-1.596000004E1,3.455999756E1,5.488648927E1
1.153077515E1,3.965999985E1,-1.631999969E1,3.443999863E1,5.500337702E1
1.153870972E1,3.941999817E1,-1.602000046E1,3.384000015E1,5.436655480E1
1.154667481E1,3.887999725E1,-1.613999939E1,3.371999741E1,5.393692605E1
1.155454835E1,3.900000000E1,-1.626000023E1,3.354000092E1,5.394737500E1
1.156248292E1,3.947999954E1,-1.619999886E1,3.377999878E1,5.442608423E1
1.157038697E1,3.954000092E1,-1.607999992E1,3.389999771E1,5.450860404E1
1.157829102E1,3.989999771E1,-1.583999920E1,3.354000092E1,5.447795016E1
1.158628663E1,3.965999985E1,-1.589999962E1,3.347999954E1,5.428292499E1
1.159419068E1,3.905999756E1,-1.577999973E1,3.300000000E1,5.351347308E1
1.160215577E1,3.870000076E1,-1.626000023E1,3.354000092E1,5.373089733E1
1.161002930E1,3.870000076E1,-1.626000023E1,3.389999771E1,5.395634820E1
1.161796387E1,3.875999832E1,-1.613999939E1,3.389999771E1,5.396338476E1
1.162595948E1,3.905999756E1,-1.626000023E1,3.395999908E1,5.425267325E1
1.163386353E1,3.905999756E1,-1.631999969E1,3.395999908E1,5.427068580E1
1.164185914E1,3.911999893E1,-1.607999992E1,3.420000076E1,5.439283745E1
1.164967164E1,3.918000031E1,-1.619999886E1,3.395999908E1,5.432121063E1
1.165757569E1,3.911999893E1,-1.626000023E1,3.443999863E1,5.459739398E1
1.166560181E1,3.959999847E1,-1.602000046E1,3.389999771E1,5.453448577E1
1.167353638E1,3.984000015E1,-1.607999992E1,3.402000046E1,5.480102591E1
1.168147095E1,3.984000015E1,-1.583999920E1,3.420000076E1,5.484315125E1
1.168934449E1,3.984000015E1,-1.565999985E1,3.371999741E1,5.449311362E1
1.169724854E1,3.971999741E1,-1.547999954E1,3.365999985E1,5.431670249E1
1.170524415E1,3.947999954E1,-1.547999954E1,3.293999863E1,5.369678072E1
1.171314820E1,3.977999878E1,-1.553999996E1,3.293999863E1,5.393499246E1
1.172111329E1,4.031999969E1,-1.583999920E1,3.270000076E1,5.427612735E1
1.172898682E1,4.115999985E1,-1.589999962E1,3.300000000E1,5.509950613E1
1.173692139E1,4.091999817E1,-1.602000046E1,3.341999817E1,5.520854048E1
1.174488648E1,4.068000031E1,-1.607999992E1,3.323999786E1,5.493929632E1
1.175282105E1,4.013999939E1,-1.571999931E1,3.354000092E1,5.461931518E1
1.176078614E1,3.959999847E1,-1.571999931E1,3.371999741E1,5.433522322E1
1.176865968E1,3.989999771E1,-1.542000008E1,3.336000061E1,5.424643638E1
1.177656373E1,4.013999939E1,-1.547999954E1,3.329999924E1,5.440349149E1
1.178452882E1,4.007999802E1,-1.577999973E1,3.318000031E1,5.437211650E1
1.179246339E1,3.989999771E1,-1.571999931E1,3.288000107E1,5.403908461E1
1.180042847E1,3.989999771E1,-1.571999931E1,3.311999893E1,5.418544569E1
1.180827149E1,4.007999802E1,-1.577999973E1,3.318000031E1,5.437211650E1
1.181617554E1,3.989999771E1,-1.602000046E1,3.371999741E1,5.464145365E1
1.182414063E1,3.947999954E1,-1.589999962E1,3.438000107E1,5.471256551E1
1.183207520E1,3.918000031E1,-1.571999931E1,3.384000015E1,5.410486496E1
1.184004029E1,3.918000031E1,-1.542000008E1,3.407999802E1,5.416913412E1
1.184791383E1,3.936000061E1,-1.493999958E1,3.359999847E1,5.386439578E1
1.185581788E1,3.971999741E1,-1.457999992E1,3.293999863E1,5.362180621E1
1.186381348E1,4.002000046E1,-1.529999924E1,3.341999817E1,5.433770966E1
1.187171754E1,4.013999939E1,-1.529999924E1,3.329999924E1,5.435254803E1
1.187968262E1,4.020000076E1,-1.542000008E1,3.293999863E1,5.421125320E1
1.188755616E1,4.031999969E1,-1.583999920E1,3.305999756E1,5.449377385E1
1.189552125E1,3.984000015E1,-1.523999977E1,3.329999924E1,5.411444497E1
1.190348634E1,3.923999786E1,-1.571999931E1,3.323999786E1,5.377539650E1
1.191139039E1,3.947999954E1,-1.571999931E1,3.365999985E1,5.421055554E1
1.191935548E1,3.918000031E1,-1.559999943E1,3.354000092E1,5.388287360E1
1.192719849E1,3.947999954E1,-1.613999939E1,3.354000092E1,5.425957616E1
1.193510255E1,3.947999954E1,-1.602000046E1,3.341999817E1,5.414985740E1
1.194309815E1,3.941999817E1,-1.596000004E1,3.329999924E1,5.401432964E1
1.195103272E1,3.971999741E1,-1.589999962E1,3.341999817E1,5.428981911E1
1.195896729E1,3.959999847E1,-1.547999954E1,3.311999893E1,5.389549698E1
1.196684083E1,3.995999908E1,-1.529999924E1,3.341999817E1,5.429353351E1
1.197474488E1,3.954000092E1,-1.547999954E1,3.371999741E1,5.422250717E1
1.198274049E1,3.954000092E1,-1.553999996E1,3.377999878E1,5.427698950E1
1.199073609E1,3.947999954E1,-1.571999931E1,3.402000046E1,5.443481582E1
1.199864014E1,3.911999893E1,-1.602000046E1,3.384000015E1,5.414942605E1
1.200654420E1,3.936000061E1,-1.613999939E1,3.371999741E1,5.428395208E1
1.201444825E1,3.900000000E1,-1.655999947E1,3.395999908E1,5.430023131E1
1.202244386E1,3.918000031E1,-1.655999947E1,3.384000015E1,5.435486746E1
1.203034791E1,3.911999893E1,-1.637999916E1,3.341999817E1,5.399606436E1
1.203831300E1,3.954000092E1,-1.650000000E1,3.341999817E1,5.433744519E1
1.204618653E1,3.995999908E1,-1.583999920E1,3.336000061E1,5.441136593E1
1.205409058E1,3.959999847E1,-1.589999962E1,3.365999985E1,5.435039518E1
1.206205567E1,3.989999771E1,-1.583999920E1,3.425999832E1,5.492415568E1
1.206999024E1,3.977999878E1,-1.547999954E1,3.420000076E1,5.469660630E1
1.207792481E1,3.941999817E1,-1.565999985E1,3.407999802E1,5.441156233E1
1.208582886E1,3.947999954E1,-1.547999954E1,3.371999741E1,5.417876867E1
1.209376344E1,3.929999924E1,-1.559999943E1,3.377999878E1,5.411966592E1
1.210172852E1,3.911999893E1,-1.602000046E1,3.407999802E1,5.429973293E1
1.210966309E1,3.936000061E1,-1.607999992E1,3.420000076E1,5.456570441E1
1.211762818E1,3.977999878E1,-1.602000046E1,3.402000046E1,5.473983146E1
1.212547120E1,3.977999878E1,-1.602000046E1,3.354000092E1,5.444281751E1
1.213340577E1,4.007999802E1,-1.571999931E1,3.336000061E1,5.446479836E1
1.214140137E1,3.995999908E1,-1.583999920E1,3.323999786E1,5.433787408E1
1.214936646E1,3.971999741E1,-1.607999992E1,3.389999771E1,5.463931219E1
1.215733155E1,4.002000046E1,-1.602000046E1,3.431999969E1,5.510084600E1
1.216520508E1,3.947999954E1,-1.613999939E1,3.425999832E1,5.470756281E1
1.217313966E1,3.900000000E1,-1.631999969E1,3.425999832E1,5.441589726E1
1.218113526E1,3.900000000E1,-1.673999977E1,3.407999802E1,5.443044972E1
1.218906983E1,3.875999832E1,-1.692000008E1,3.431999969E1,5.446545925E1
1.219700440E1,3.887999725E1,-1.668000031E1,3.438000107E1,5.451477846E1
1.220490845E1,3.959999847E1,-1.655999947E1,3.450000000E1,5.506944217E1
1.221281251E1,3.941999817E1,-1.626000023E1,3.468000031E1,5.496386344E1
1.222080811E1,3.971999741E1,-1.626000023E1,3.438000107E1,5.499136546E1
1.222871217E1,4.013999939E1,-1.661999893E1,3.455999756E1,5.551429858E1
1.223667725E1,3.989999771E1,-1.655999947E1,3.402000046E1,5.498730609E1
1.224452027E1,4.002000046E1,-1.644000053E1,3.377999878E1,5.489045793E1
1.225242432E1,3.984000015E1,-1.626000023E1,3.395999908E1,5.481692036E1
1.226041993E1,3.971999741E1,-1.631999969E1,3.395999908E1,5.474762207E1
1.226835450E1,3.959999847E1,-1.583999920E1,3.413999939E1,5.463153862E1
1.227631959E1,4.013999939E1,-1.559999943E1,3.413999939E1,5.495561019E1
1.228419312E1,4.013999939E1,-1.559999943E1,3.407999802E1,5.491835575E1
1.229209718E1,4.007999802E1,-1.500000000E1,3.407999802E1,5.470696944E1
1.230006226E1,4.068000031E1,-1.523999977E1,3.450000000E1,5.547404815E1
1.230796632E1,4.007999802E1,-1.571999931E1,3.491999817E1,5.543402287E1
1.231596192E1,3.977999878E1,-1.596000004E1,3.509999847E1,5.540017867E1
1.232377442E1,4.002000046E1,-1.583999920E1,3.473999786E1,5.531160333E1
1.233167847E1,3.911999893E1,-1.589999962E1,3.425999832E1,5.437767731E1
1.233964356E1,3.900000000E1,-1.553999996E1,3.371999741E1,5.384728242E1
1.234757813E1,3.947999954E1,-1.547999954E1,3.347999954E1,5.402972440E1
1.235554322E1,3.911999893E1,-1.577999973E1,3.347999954E1,5.385436916E1
1.236344727E1,3.954000092E1,-1.583999920E1,3.395999908E1,5.447567150E1
1.237135133E1,3.989999771E1,-1.542000008E1,3.395999908E1,5.461746751E1
1.237931641E1,3.941999817E1,-1.529999924E1,3.395999908E1,5.423382496E1
1.238725098E1,3.971999741E1,-1.571999931E1,3.407999802E1,5.464652630E1
1.239518555E1,3.941999817E1,-1.596000004E1,3.431999969E1,5.464906436E1
1.240305909E1,3.947999954E1,-1.679999924E1,3.450000000E1,5.505597459E1
1.241096314E1,3.995999908E1,-1.697999954E1,3.450000000E1,5.545603584E1
1.241895875E1,3.954000092E1,-1.668000031E1,3.491999817E1,5.532666947E1
1.242686280E1,3.959999847E1,-1.650000000E1,3.515999985E1,5.546742709E1
1.243482789E1,3.905999756E1,-1.613999939E1,3.486000061E1,5.478505848E1
1.244270142E1,3.863999939E1,-1.637999916E1,3.491999817E1,5.459633868E1
1.245063599E1,3.900000000E1,-1.626000023E1,3.486000061E1,5.477779888E1
1.245860108E1,3.905999756E1,-1.644000053E1,3.443999863E1,5.460833757E1
1.246653565E1,3.954000092E1,-1.631999969E1,3.443999863E1,5.491691513E1
1.247450074E1,3.936000061E1,-1.619999886E1,3.431999969E1,5.467642993E1
1.248240479E1,3.936000061E1,-1.650000000E1,3.425999832E1,5.472848557E1
1.249030885E1,3.995999908E1,-1.619999886E1,3.407999802E1,5.496078379E1
1.249830445E1,3.977999878E1,-1.626000023E1,3.443999863E1,5.507222000E1
1.250623902E1,3.989999771E1,-1.650000000E1,3.455999756E1,5.530509243E1
1.251417359E1,4.002000046E1,-1.650000000E1,3.425999832E1,5.520505341E1
1.252201661E1,3.965999985E1,-1.655999947E1,3.407999802E1,5.485066485E1
1.252992066E1,3.947999954E1,-1.644000053E1,3.365999985E1,5.442370413E1
1.253791627E1,3.984000015E1,-1.571999931E1,3.347999954E1,5.436225124E1
1.254582032E1,3.959999847E1,-1.559999943E1,3.341999817E1,5.411484213E1
1.255378541E1,3.941999817E1,-1.619999886E1,3.336000061E1,5.412269265E1
1.256162842E1,3.936000061E1,-1.655999947E1,3.365999985E1,5.437314429E1
1.256956300E1,3.941999817E1,-1.679999924E1,3.402000046E1,5.471322200E1
1.257755860E1,3.947999954E1,-1.655999947E1,3.413999939E1,5.475804511E1
1.258549317E1,4.013999939E1,-1.565999985E1,3.395999908E1,5.486106711E1
1.259345826E1,4.031999969E1,-1.535999966E1,3.347999954E1,5.461265727E1
1.260133179E1,3.965999985E1,-1.542000008E1,3.293999863E1,5.381203861E1
1.260923585E1,3.984000015E1,-1.571999931E1,3.281999969E1,5.395828361E1
1.261720094E1,3.965999985E1,-1.571999931E1,3.263999939E1,5.371595225E1
1.262513551E1,3.971999741E1,-1.542000008E1,3.293999863E1,5.385627267E1
1.263307008E1,4.031999969E1,-1.547999954E1,3.318000031E1,5.446324615E1
1.264091309E1,3.977999878E1,-1.542000008E1,3.365999985E1,5.434353959E1
1.264881715E1,3.941999817E1,-1.583999920E1,3.425999832E1,5.457645385E1
1.265681275E1,3.923999786E1,-1.613999939E1,3.461999893E1,5.476149504E1
1.266474732E1,3.900000000E1,-1.644000053E1,3.486000061E1,5.483149880E1
1.267271241E1,3.954000092E1,-1.661999893E1,3.473999786E1,5.519514008E1
1.268055543E1,3.977999878E1,-1.650000000E1,3.443999863E1,5.514355636E1
1.268845948E1,3.971999741E1,-1.673999977E1,3.413999939E1,5.498586495E1
1.269645508E1,4.013999939E1,-1.637999916E1,3.395999908E1,5.507091302E1
1.270442017E1,3.995999908E1,-1.602000046E1,3.354000092E1,5.457447758E1
1.271238526E1,3.954000092E1,-1.631999969E1,3.420000076E1,5.476672452E1
1.272028931E1,3.989999771E1,-1.626000023E1,3.431999969E1,5.508411571E1
1.272822388E1,3.965999985E1,-1.607999992E1,3.425999832E1,5.481997328E1
1.273621949E1,4.007999802E1,-1.607999992E1,3.425999832E1,5.512458729E1
1.274415406E1,4.020000076E1,-1.571999931E1,3.371999741E1,5.477405102E1
1.275208863E1,3.984000015E1,-1.583999920E1,3.354000092E1,5.443402289E1
1.275990113E1,3.989999771E1,-1.602000046E1,3.395999908E1,5.478988748E1
1.276783570E1,3.936000061E1,-1.583999920E1,3.425999832E1,5.453313403E1
1.277583131E1,3.965999985E1,-1.565999985E1,3.443999863E1,5.481117303E1
1.278376588E1,3.959999847E1,-1.542000008E1,3.461999893E1,5.481314265E1
1.279173096E1,3.936000061E1,-1.529999924E1,3.431999969E1,5.441656001E1
1.279963502E1,3.929999924E1,-1.523999977E1,3.395999908E1,5.412974294E1
1.280753907E1,3.893999863E1,-1.553999996E1,3.377999878E1,5.384146552E1
1.281550416E1,3.893999863E1,-1.596000004E1,3.413999939E1,5.419026345E1
1.282343873E1,3.911999893E1,-1.589999962E1,3.425999832E1,5.437767731E1
1.283137330E1,3.911999893E1,-1.631999969E1,3.450000000E1,5.465314910E1
1.283921632E1,3.984000015E1,-1.637999916E1,3.491999817E1,5.545210778E1
1.284712037E1,3.989999771E1,-1.589999962E1,3.450000000E1,5.509146763E1
1.285508546E1,4.007999802E1,-1.583999920E1,3.473999786E1,5.535502929E1
1.286298951E1,4.061999893E1,-1.583999920E1,3.491999817E1,5.585961117E1
1.287092408E1,4.007999802E1,-1.565999985E1,3.450000000E1,5.515334837E1
1.287876710E1,4.020000076E1,-1.596000004E1,3.473999786E1,5.547638339E1
1.288667115E1,4.007999802E1,-1.613999939E1,3.438000107E1,5.521675737E1
1.289466676E1,3.959999847E1,-1.619999886E1,3.438000107E1,5.488701409E1
1.290260133E1,3.989999771E1,-1.626000023E1,3.438000107E1,5.512151938E1
1.291056641E1,3.954000092E1,-1.577999973E1,3.402000046E1,5.449569245E1
1.291843995E1,3.984000015E1,-1.542000008E1,3.389999771E1,5.453633522E1
1.292637452E1,4.002000046E1,-1.535999966E1,3.377999878E1,5.457671980E1
1.293433961E1,3.959999847E1,-1.511999989E1,3.384000015E1,5.423946797E1
1.294227418E1,3.977999878E1,-1.542000008E1,3.407999802E1,5.460467901E1
1.295020875E1,3.911999893E1,-1.596000004E1,3.371999741E1,5.405676778E1
1.295811280E1,3.857999802E1,-1.583999920E1,3.341999817E1,5.344359736E1
1.296601685E1,3.839999771E1,-1.613999939E1,3.347999954E1,5.344127407E1
1.297398194E1,3.834000015E1,-1.619999886E1,3.323999786E1,5.326624665E1
1.298188599E1,3.881999969E1,-1.602000046E1,3.359999847E1,5.378282894E1
1.298985108E1,3.911999893E1,-1.602000046E1,3.402000046E1,5.426209692E1
1.299772462E1,3.941999817E1,-1.577999973E1,3.402000046E1,5.440868569E1
1.300562867E1,3.941999817E1,-1.523999977E1,3.384000015E1,5.414184573E1
1.301362428E1,3.941999817E1,-1.493999958E1,3.395999908E1,5.413336661E1
1.302152833E1,3.936000061E1,-1.469999981E1,3.318000031E1,5.353701582E1
1.302946290E1,4.002000046E1,-1.481999969E1,3.318000031E1,5.405687050E1
1.303733643E1,4.013999939E1,-1.565999985E1,3.377999878E1,5.474982615E1
1.304527100E1,3.965999985E1,-1.602000046E1,3.371999741E1,5.446645048E1
1.305322849E1,3.989999771E1,-1.613999939E1,3.395999908E1,5.482509403E1
1.306116306E1,3.905999756E1,-1.607999992E1,3.420000076E1,5.434969971E1
1.306912815E1,3.923999786E1,-1.596000004E1,3.420000076E1,5.444390770E1
1.307700168E1,3.936000061E1,-1.613999939E1,3.389999771E1,5.439594721E1
1.308493625E1,3.918000031E1,-1.619999886E1,3.443999863E1,5.462257676E1
1.309290134E1,3.936000061E1,-1.626000023E1,3.377999878E1,5.435701954E1
1.310083591E1,3.918000031E1,-1.589999962E1,3.371999741E1,5.408253541E1
1.310877048E1,3.977999878E1,-1.571999931E1,3.407999802E1,5.469015401E1
1.311664402E1,3.977999878E1,-1.553999996E1,3.389999771E1,5.452659669E1
1.312454807E1,3.989999771E1,-1.577999973E1,3.443999863E1,5.501937581E1
1.313254367E1,4.007999802E1,-1.613999939E1,3.461999893E1,5.536650745E1
1.314047824E1,3.977999878E1,-1.607999992E1,3.438000107E1,5.498180766E1
1.314841281E1,4.037999725E1,-1.644000053E1,3.461999893E1,5.567191502E1
1.315631687E1,4.002000046E1,-1.631999969E1,3.473999786E1,5.545097184E1
1.316425144E1,4.025999832E1,-1.571999931E1,3.515999985E1,5.571545057E1
1.317221653E1,4.013999939E1,-1.553999996E1,3.605999756E1,5.615188843E1
1.318015110E1,3.989999771E1,-1.505999947E1,3.641999817E1,5.608234720E1
1.318811618E1,3.989999771E1,-1.493999958E1,3.684000015E1,5.632405362E1
1.319598972E1,3.959999847E1,-1.475999928E1,3.659999847E1,5.590686314E1
1.320392429E1,3.965999985E1,-1.469999981E1,3.570000076E1,5.534885398E1
1.321191989E1,3.905999756E1,-1.500000000E1,3.486000061E1,5.446010514E1
1.321985447E1,3.941999817E1,-1.488000011E1,3.420000076E1,5.426776862E1
1.322781955E1,3.936000061E1,-1.523999977E1,3.354000092E1,5.391102765E1
1.323563205E1,3.941999817E1,-1.535999966E1,3.336000061E1,5.387722604E1
1.324356662E1,3.995999908E1,-1.542000008E1,3.359999847E1,5.443838560E1
1.325153171E1,3.971999741E1,-1.535999966E1,3.300000000E1,5.387585529E1
1.325946628E1,3.984000015E1,-1.565999985E1,3.288000107E1,5.397736264E1
1.326743137E1,3.984000015E1,-1.565999985E1,3.359999847E1,5.441894068E1
1.327530490E1,3.947999954E1,-1.542000008E1,3.336000061E1,5.393826477E1
1.328320896E1,3.959999847E1,-1.565999985E1,3.359999847E1,5.424348230E1
1.329120456E1,3.954000092E1,-1.571999931E1,3.365999985E1,5.425426841E1
1.329910862E1,3.923999786E1,-1.589999962E1,3.257999802E1,5.342325047E1
1.330707370E1,3.918000031E1,-1.637999916E1,3.311999893E1,5.385453672E1
1.331494724E1,3.918000031E1,-1.655999947E1,3.371999741E1,5.428023794E1
1.332288181E1,3.881999969E1,-1.626000023E1,3.407999802E1,5.415557449E1
1.333084690E1,3.905999756E1,-1.607999992E1,3.425999832E1,5.438747367E1
1.333875095E1,3.936000061E1,-1.559999943E1,3.365999985E1,5.408849434E1
1.334671604E1,3.954000092E1,-1.542000008E1,3.323999786E1,5.390812121E1
1.335455906E1,3.971999741E1,-1.542000008E1,3.293999863E1,5.385627267E1
1.336246311E1,3.971999741E1,-1.559999943E1,3.311999893E1,5.401826085E1
1.337042820E1,3.929999924E1,-1.596000004E1,3.341999817E1,5.400099831E1
1.337836276E1,3.905999756E1,-1.596000004E1,3.377999878E1,5.405084022E1
1.338629734E1,3.959999847E1,-1.577999973E1,3.407999802E1,5.457668491E1
1.339417087E1,3.971999741E1,-1.565999985E1,3.413999939E1,5.466674810E1
1.340210544E1,3.995999908E1,-1.517999935E1,3.371999741E1,5.444512955E1
1.341010105E1,4.002000046E1,-1.500000000E1,3.347999954E1,5.429098273E1
1.341800510E1,3.918000031E1,-1.542000008E1,3.318000031E1,5.360747379E1
1.342597019E1,3.923999786E1,-1.553999996E1,3.323999786E1,5.372305361E1
1.343387424E1,3.905999756E1,-1.565999985E1,3.341999817E1,5.373839672E1
